"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"885","2608255","Jucati","PE","Nordeste","11517","2022","0.55","0.541","0.451"
"886","2608305","Jupi","PE","Nordeste","15329","2022","0.575","0.56","0.487"
"887","2608453","Lagoa do Carro","PE","Nordeste","17981","2022","0.609","0.566","0.505"
"888","2608503","Lagoa de Itaenga","PE","Nordeste","19003","2022","0.602","0.555","0.509"
"889","2608602","Lagoa do Ouro","PE","Nordeste","11933","2022","0.525","0.536","0.369"
"890","2608701","Lagoa dos Gatos","PE","Nordeste","14073","2022","0.551","0.555","0.416"
"891","2609105","Machados","PE","Nordeste","11333","2022","0.578","0.541","0.466"
"892","2609154","Manari","PE","Nordeste","23763","2022","0.487","0.477","0.354"
"893","2609204","Maraial","PE","Nordeste","9359","2022","0.534","0.541","0.403"
"894","2610103","Palmeirina","PE","Nordeste","7031","2022","0.549","0.554","0.438"
"895","2610202","Panelas","PE","Nordeste","22991","2022","0.569","0.546","0.433"
"896","2610301","Paranatama","PE","Nordeste","12199","2022","0.537","0.528","0.418"
"897","2610400","Parnamirim","PE","Nordeste","18612","2022","0.599","0.556","0.499"
"898","2610509","Passira","PE","Nordeste","28340","2022","0.592","0.559","0.487"
"899","2610806","Pedra","PE","Nordeste","22795","2022","0.567","0.55","0.445"
"900","2611200","Poção","PE","Nordeste","10500","2022","0.528","0.542","0.402"
"901","2611309","Pombos","PE","Nordeste","27552","2022","0.598","0.584","0.463"
"902","2611408","Primavera","PE","Nordeste","13838","2022","0.58","0.572","0.444"
"903","2611507","Quipapá","PE","Nordeste","17929","2022","0.552","0.53","0.427"
"904","2611533","Quixaba","PE","Nordeste","6554","2022","0.577","0.53","0.482"
"905","2611804","Ribeirão","PE","Nordeste","33507","2022","0.602","0.595","0.516"
"906","2612000","Sairé","PE","Nordeste","10887","2022","0.585","0.581","0.44"
"907","2612109","Salgadinho","PE","Nordeste","5727","2022","0.534","0.516","0.405"
"908","2612307","Saloá","PE","Nordeste","13836","2022","0.559","0.559","0.421"
"909","2612406","Sanharó","PE","Nordeste","18624","2022","0.603","0.564","0.514"
"910","2612455","Santa Cruz","PE","Nordeste","13841","2022","0.549","0.522","0.438"
"911","2612604","Santa Maria da Boa Vista","PE","Nordeste","40578","2022","0.59","0.564","0.472"
"912","2612703","Santa Maria do Cambucá","PE","Nordeste","14013","2022","0.548","0.571","0.393"
"913","2612901","São Benedito do Sul","PE","Nordeste","13113","2022","0.53","0.499","0.406"
"914","2613107","São Caitano","PE","Nordeste","37126","2022","0.591","0.583","0.469"
"915","2613206","São João","PE","Nordeste","23835","2022","0.57","0.565","0.426"
"916","2613305","São Joaquim do Monte","PE","Nordeste","20037","2022","0.537","0.549","0.381"
"917","2613404","São José da Coroa Grande","PE","Nordeste","18825","2022","0.608","0.585","0.522"
"918","2613503","São José do Belmonte","PE","Nordeste","34843","2022","0.61","0.569","0.52"
"919","2613800","São Vicente Férrer","PE","Nordeste","16677","2022","0.549","0.558","0.414"
"920","2614006","Serrita","PE","Nordeste","18207","2022","0.595","0.542","0.512"
"921","2614204","Sirinhaém","PE","Nordeste","37596","2022","0.597","0.568","0.492"
"922","2614303","Moreilândia","PE","Nordeste","10540","2022","0.6","0.522","0.54"
"923","2614709","Tacaimbó","PE","Nordeste","13738","2022","0.554","0.536","0.423"
"924","2614808","Tacaratu","PE","Nordeste","23902","2022","0.573","0.521","0.507"
"925","2614857","Tamandaré","PE","Nordeste","23561","2022","0.593","0.583","0.479"
"926","2615102","Terezinha","PE","Nordeste","6513","2022","0.545","0.536","0.425"
"927","2615201","Terra Nova","PE","Nordeste","8920","2022","0.599","0.545","0.533"
"928","2615508","Tracunhaém","PE","Nordeste","13867","2022","0.605","0.567","0.504"
"929","2615607","Trindade","PE","Nordeste","30321","2022","0.595","0.602","0.455"
"930","2615805","Tupanatinga","PE","Nordeste","26940","2022","0.519","0.494","0.379"
"931","2615904","Tuparetama","PE","Nordeste","8005","2022","0.634","0.612","0.557"
"932","2616001","Venturosa","PE","Nordeste","17251","2022","0.592","0.57","0.484"
"933","2616100","Verdejante","PE","Nordeste","9169","2022","0.605","0.56","0.52"
"934","2616183","Vertente do Lério","PE","Nordeste","7558","2022","0.563","0.532","0.461"
"935","2616209","Vertentes","PE","Nordeste","21959","2022","0.582","0.602","0.45"
"936","2616506","Xexéu","PE","Nordeste","11611","2022","0.552","0.549","0.436"
"937","2700102","Água Branca","AL","Nordeste","19008","2022","0.549","0.527","0.432"
"938","2700508","Barra de Santo Antônio","AL","Nordeste","16365","2022","0.557","0.552","0.428"
"939","2700607","Barra de São Miguel","AL","Nordeste","7944","2022","0.615","0.638","0.475"
"940","2700706","Batalha","AL","Nordeste","16448","2022","0.594","0.563","0.496"
"941","2700805","Belém","AL","Nordeste","4722","2022","0.593","0.587","0.464"
"942","2700904","Belo Monte","AL","Nordeste","5936","2022","0.517","0.507","0.376"
"943","2701001","Boca da Mata","AL","Nordeste","21187","2022","0.604","0.56","0.518"
"944","2701100","Branquinha","AL","Nordeste","9603","2022","0.513","0.534","0.362"
"945","2701209","Cacimbinhas","AL","Nordeste","10476","2022","0.531","0.559","0.384"
"946","2701308","Cajueiro","AL","Nordeste","16024","2022","0.562","0.542","0.473"
"947","2701357","Campestre","AL","Nordeste","6665","2022","0.559","0.55","0.435"
"948","2701506","Campo Grande","AL","Nordeste","8142","2022","0.524","0.502","0.387"
"949","2701704","Capela","AL","Nordeste","15032","2022","0.573","0.554","0.456"
"950","2701803","Carneiros","AL","Nordeste","8999","2022","0.526","0.517","0.398"
"951","2701902","Chã Preta","AL","Nordeste","5910","2022","0.575","0.537","0.481"
"952","2702009","Coité do Nóia","AL","Nordeste","10810","2022","0.533","0.52","0.398"
"953","2702108","Colônia Leopoldina","AL","Nordeste","15816","2022","0.517","0.548","0.363"
"954","2702207","Coqueiro Seco","AL","Nordeste","5581","2022","0.586","0.582","0.457"
"955","2702355","Craíbas","AL","Nordeste","25397","2022","0.525","0.517","0.408"
"956","2702504","Dois Riachos","AL","Nordeste","9805","2022","0.532","0.513","0.385"
"957","2702553","Estrela de Alagoas","AL","Nordeste","15429","2022","0.534","0.515","0.41"
"958","2702603","Feira Grande","AL","Nordeste","22712","2022","0.533","0.512","0.402"
"959","2702702","Feliz Deserto","AL","Nordeste","3963","2022","0.565","0.55","0.462"
"960","2702801","Flexeiras","AL","Nordeste","9618","2022","0.527","0.528","0.4"
"961","2703403","Jacaré dos Homens","AL","Nordeste","5083","2022","0.583","0.543","0.481"
"962","2703502","Jacuípe","AL","Nordeste","5352","2022","0.548","0.532","0.41"
"963","2703700","Jaramataia","AL","Nordeste","4985","2022","0.552","0.532","0.451"
"964","2703759","Jequiá da Praia","AL","Nordeste","9470","2022","0.556","0.517","0.43"
"965","2703908","Jundiá","AL","Nordeste","4093","2022","0.562","0.573","0.434"
"966","2704005","Junqueiro","AL","Nordeste","23907","2022","0.575","0.586","0.454"
"967","2704104","Lagoa da Canoa","AL","Nordeste","18457","2022","0.552","0.541","0.443"
"968","2704203","Limoeiro de Anadia","AL","Nordeste","24740","2022","0.58","0.575","0.457"
"969","2704401","Major Isidoro","AL","Nordeste","17700","2022","0.566","0.566","0.424"
"970","2704609","Maravilha","AL","Nordeste","9534","2022","0.569","0.539","0.46"
"971","2704807","Maribondo","AL","Nordeste","13679","2022","0.597","0.581","0.487"
"972","2704906","Mar Vermelho","AL","Nordeste","3155","2022","0.577","0.54","0.465"
"973","2705101","Matriz de Camaragibe","AL","Nordeste","23857","2022","0.584","0.541","0.473"
"974","2705309","Minador do Negrão","AL","Nordeste","4845","2022","0.563","0.541","0.43"
"975","2705408","Monteirópolis","AL","Nordeste","7184","2022","0.539","0.497","0.443"
"976","2705606","Novo Lino","AL","Nordeste","10024","2022","0.521","0.546","0.375"
"977","2705804","Olho d'Água do Casado","AL","Nordeste","8349","2022","0.525","0.527","0.35"
"978","2705903","Olho d'Água Grande","AL","Nordeste","4330","2022","0.503","0.473","0.399"
"979","2706000","Olivença","AL","Nordeste","10812","2022","0.493","0.513","0.345"
"980","2706109","Ouro Branco","AL","Nordeste","11446","2022","0.547","0.538","0.434"
"981","2706208","Palestina","AL","Nordeste","4325","2022","0.558","0.505","0.467"
"982","2706422","Pariconha","AL","Nordeste","10573","2022","0.548","0.526","0.416"
"983","2706448","Paripueira","AL","Nordeste","13835","2022","0.605","0.595","0.486"
"984","2706505","Passo de Camaragibe","AL","Nordeste","13804","2022","0.533","0.513","0.421"
"985","2706604","Paulo Jacinto","AL","Nordeste","6576","2022","0.589","0.551","0.507"
"986","2706901","Pilar","AL","Nordeste","35370","2022","0.61","0.578","0.509"
"987","2707008","Pindoba","AL","Nordeste","2731","2022","0.574","0.579","0.465"
"988","2707107","Piranhas","AL","Nordeste","22609","2022","0.589","0.563","0.462"
"989","2707206","Poço das Trincheiras","AL","Nordeste","12518","2022","0.526","0.484","0.419"
"990","2707305","Porto Calvo","AL","Nordeste","24071","2022","0.586","0.558","0.498"
"991","2707503","Porto Real do Colégio","AL","Nordeste","20079","2022","0.551","0.513","0.431"
"992","2707602","Quebrangulo","AL","Nordeste","11080","2022","0.559","0.536","0.421"
"993","2707800","Roteiro","AL","Nordeste","6474","2022","0.505","0.524","0.365"
"994","2707909","Santa Luzia do Norte","AL","Nordeste","6919","2022","0.597","0.58","0.477"
"995","2708204","São Brás","AL","Nordeste","6555","2022","0.572","0.533","0.48"
"996","2708709","São Miguel dos Milagres","AL","Nordeste","8482","2022","0.591","0.545","0.504"
"997","2708808","São Sebastião","AL","Nordeste","31786","2022","0.549","0.537","0.432"
"998","2708907","Satuba","AL","Nordeste","24278","2022","0.66","0.619","0.585"
"999","2708956","Senador Rui Palmeira","AL","Nordeste","12302","2022","0.518","0.481","0.398"
"1000","2709004","Tanque d'Arca","AL","Nordeste","5796","2022","0.555","0.531","0.43"
"1001","2709103","Taquarana","AL","Nordeste","19032","2022","0.541","0.529","0.421"
"1002","2800100","Amparo do São Francisco","SE","Nordeste","2170","2022","0.611","0.569","0.55"
"1003","2800407","Arauá","SE","Nordeste","10318","2022","0.595","0.55","0.49"
"1004","2800506","Areia Branca","SE","Nordeste","18081","2022","0.579","0.579","0.434"
"1005","2801108","Canhoba","SE","Nordeste","3791","2022","0.569","0.553","0.462"
"1006","2801306","Capela","SE","Nordeste","31645","2022","0.615","0.596","0.51"
"1007","2801405","Carira","SE","Nordeste","19939","2022","0.588","0.581","0.442"
"1008","2801603","Cedro de São João","SE","Nordeste","5391","2022","0.623","0.608","0.543"
"1009","2801702","Cristinápolis","SE","Nordeste","17100","2022","0.553","0.54","0.414"
"1010","2801900","Cumbe","SE","Nordeste","3824","2022","0.604","0.576","0.512"
"1011","2802007","Divina Pastora","SE","Nordeste","4340","2022","0.61","0.571","0.527"
"1012","2802403","Gararu","SE","Nordeste","11096","2022","0.564","0.544","0.422"
"1013","2802502","General Maynard","SE","Nordeste","3037","2022","0.645","0.609","0.567"
"1014","2802601","Gracho Cardoso","SE","Nordeste","5834","2022","0.577","0.562","0.468"
"1015","2802700","Ilha das Flores","SE","Nordeste","8321","2022","0.562","0.514","0.469"
"1016","2802809","Indiaroba","SE","Nordeste","16549","2022","0.58","0.533","0.475"
"1017","2803005","Itabaianinha","SE","Nordeste","40678","2022","0.556","0.555","0.407"
"1018","2803104","Itabi","SE","Nordeste","4745","2022","0.602","0.569","0.512"
"1019","2803302","Japaratuba","SE","Nordeste","16209","2022","0.621","0.581","0.544"
"1020","2803401","Japoatã","SE","Nordeste","13407","2022","0.56","0.551","0.455"
"1021","2803807","Malhada dos Bois","SE","Nordeste","3579","2022","0.599","0.56","0.531"
"1022","2803906","Malhador","SE","Nordeste","11533","2022","0.587","0.587","0.442"
"1023","2804102","Moita Bonita","SE","Nordeste","11050","2022","0.587","0.596","0.429"
"1024","2804201","Monte Alegre de Sergipe","SE","Nordeste","14336","2022","0.553","0.539","0.431"
"1025","2804300","Muribeca","SE","Nordeste","7822","2022","0.626","0.575","0.554"
"1026","2804409","Neópolis","SE","Nordeste","16426","2022","0.589","0.575","0.505"
"1027","2804458","Nossa Senhora Aparecida","SE","Nordeste","9232","2022","0.577","0.577","0.43"
"1028","2804706","Nossa Senhora de Lourdes","SE","Nordeste","6268","2022","0.598","0.56","0.532"
"1029","2804904","Pacatuba","SE","Nordeste","12502","2022","0.555","0.514","0.454"
"1030","2805000","Pedra Mole","SE","Nordeste","2778","2022","0.593","0.599","0.499"
"1031","2805109","Pedrinhas","SE","Nordeste","7396","2022","0.592","0.568","0.486"
"1032","2805208","Pinhão","SE","Nordeste","5677","2022","0.583","0.58","0.48"
"1033","2805406","Poço Redondo","SE","Nordeste","33439","2022","0.529","0.519","0.376"
"1034","2805802","Riachão do Dantas","SE","Nordeste","18313","2022","0.539","0.527","0.381"
"1035","2805901","Riachuelo","SE","Nordeste","8311","2022","0.617","0.591","0.52"
"1036","2806008","Ribeirópolis","SE","Nordeste","17033","2022","0.613","0.61","0.49"
"1037","2806107","Rosário do Catete","SE","Nordeste","9295","2022","0.631","0.603","0.571"
"1038","2806206","Salgado","SE","Nordeste","20279","2022","0.609","0.588","0.486"
"1039","2806404","Santana do São Francisco","SE","Nordeste","7346","2022","0.59","0.544","0.526"
"1040","2806503","Santa Rosa de Lima","SE","Nordeste","3937","2022","0.592","0.527","0.514"
"1041","2806602","Santo Amaro das Brotas","SE","Nordeste","11092","2022","0.637","0.613","0.543"
"1042","2806800","São Domingos","SE","Nordeste","10327","2022","0.588","0.572","0.471"
"1043","2806909","São Francisco","SE","Nordeste","3243","2022","0.587","0.564","0.49"
"1044","2807006","São Miguel do Aleixo","SE","Nordeste","3434","2022","0.567","0.571","0.424"
"1045","2807204","Siriri","SE","Nordeste","7834","2022","0.609","0.565","0.541"
"1046","2807303","Telha","SE","Nordeste","3274","2022","0.604","0.564","0.542"
"1047","2807600","Umbaúba","SE","Nordeste","23917","2022","0.579","0.567","0.476"
"1048","2900355","Adustina","BA","Nordeste","14200","2022","0.546","0.526","0.432"
"1049","2900900","Almadina","BA","Nordeste","5218","2022","0.563","0.563","0.421"
"1050","2901205","Anagé","BA","Nordeste","25438","2022","0.54","0.549","0.371"
"1051","2901304","Andaraí","BA","Nordeste","13080","2022","0.555","0.54","0.415"
"1052","2901353","Andorinha","BA","Nordeste","15012","2022","0.588","0.586","0.474"
"1053","2901403","Angical","BA","Nordeste","13732","2022","0.625","0.564","0.556"
"1054","2901700","Antônio Cardoso","BA","Nordeste","11146","2022","0.561","0.544","0.422"
"1055","2901908","Aporá","BA","Nordeste","15930","2022","0.548","0.516","0.425"
"1056","2902054","Araçás","BA","Nordeste","11557","2022","0.57","0.54","0.462"
"1057","2902302","Aratuípe","BA","Nordeste","8677","2022","0.575","0.57","0.443"
"1058","2902401","Aurelino Leal","BA","Nordeste","11179","2022","0.568","0.555","0.434"
"1059","2902500","Baianópolis","BA","Nordeste","13614","2022","0.589","0.543","0.492"
"1060","2903102","Barra do Rocha","BA","Nordeste","5774","2022","0.577","0.585","0.465"
"1061","2903235","Barro Alto","BA","Nordeste","13453","2022","0.607","0.551","0.55"
"1062","2903300","Barro Preto","BA","Nordeste","5583","2022","0.602","0.576","0.508"
"1063","2903805","Boa Vista do Tupim","BA","Nordeste","16873","2022","0.551","0.514","0.447"
"1064","2904001","Boninal","BA","Nordeste","13622","2022","0.612","0.564","0.514"
"1065","2904050","Bonito","BA","Nordeste","15844","2022","0.561","0.552","0.467"
"1066","2904209","Botuporã","BA","Nordeste","11024","2022","0.575","0.543","0.464"
"1067","2904308","Brejões","BA","Nordeste","12943","2022","0.597","0.56","0.49"
"1068","2904407","Brejolândia","BA","Nordeste","9108","2022","0.592","0.533","0.523"
"1069","2904704","Buerarema","BA","Nordeste","14804","2022","0.613","0.604","0.495"
"1070","2904803","Caatiba","BA","Nordeste","6205","2022","0.561","0.579","0.406"
"1071","2904852","Cabaceiras do Paraguaçu","BA","Nordeste","16559","2022","0.581","0.525","0.49"
"1072","2905107","Caém","BA","Nordeste","10384","2022","0.546","0.535","0.434"
"1073","2905305","Cafarnaum","BA","Nordeste","17466","2022","0.584","0.554","0.49"
"1074","2905503","Caldeirão Grande","BA","Nordeste","13080","2022","0.573","0.526","0.473"
"1075","2905909","Campo Alegre de Lourdes","BA","Nordeste","30671","2022","0.557","0.516","0.43"
"1076","2906204","Canarana","BA","Nordeste","24206","2022","0.587","0.555","0.496"
"1077","2906402","Candeal","BA","Nordeste","7772","2022","0.587","0.554","0.465"
"1078","2906808","Cansanção","BA","Nordeste","37439","2022","0.557","0.53","0.438"
"1079","2906857","Capela do Alto Alegre","BA","Nordeste","10744","2022","0.599","0.582","0.48"
